ANNEE;DEP;CINSEE;SEXE;AGE_CL1;PA
2009;99;98436;M;76;4,0614449070586
2009;99;98436;M;77;1,958333
2009;99;98436;M;78;4,73710809795243
2009;99;98436;M;79;5,62729153355527
2009;99;98436;M;8;10,770833
2009;99;98436;M;80;2,48450011892188
2009;99;98436;M;81;2,25317769094314
2009;99;98436;M;82;3,74780983454548
2009;99;98436;M;83;1,958333
2009;99;98436;M;84;4,29278887955529
2009;99;98436;M;85;1,03537840194125
2009;99;98436;M;86;0,76897397893481
2009;99;98436;M;87;0,0127086902502924
2009;99;98436;M;88;0,979167
2009;99;98436;M;89;0,717711669858545
2009;99;98436;M;9;16,4863799755281
2009;99;98436;M;90;0
2009;99;98436;M;91;0,166585511295125
2009;99;98436;M;92;0,0454734936356544
2009;99;98436;M;93;0
2009;99;98436;M;94;0
2009;99;98436;M;95;0
2009;99;98436;M;96;0
2009;99;98436;M;97;0
2009;99;98436;M;98;0,801945317536592
2009;99;98436;M;99;0
2010;99;97551;F;0;27,8829927941024
2010;99;97551;F;1;33,423211446125
2010;99;97551;F;10;42,45192
2010;99;97551;F;11;43,7456313552114
2010;99;97551;F;12;43,1902624377396
2010;99;97551;F;13;47,3531915470815
2010;99;97551;F;14;40,9539375323324
2010;99;97551;F;15;44,9860236192462
2010;99;97551;F;16;45,757583
2010;99;97551;F;17;48,0061266358195
2010;99;97551;F;18;32,3131642328632
2010;99;97551;F;19;41,843322
2010;99;97551;F;2;28,8392731809471
2010;99;97551;F;20;40,67588058442
2010;99;97551;F;21;28,2738952323231
2010;99;97551;F;22;24,799795
2010;99;97551;F;23;33,125405
2010;99;97551;F;24;34,976063
2010;99;97551;F;25;28,603472
2010;99;97551;F;26;32,832644
2010;99;97551;F;27;54,6395632051551
2010;99;97551;F;28;36,084398
2010;99;97551;F;29;35,2532773532687
2010;99;97551;F;3;34,2863132583918
2010;99;97551;F;30;32,9765816526896
2010;99;97551;F;31;35,7632924612147
2010;99;97551;F;32;29,7627621618906
2010;99;97551;F;33;36,5216407631242
2010;99;97551;F;34;37,833494
2010;99;97551;F;35;48,0856412418521
2010;99;97551;F;36;58,134589
2010;99;97551;F;37;47,95423
2010;99;97551;F;38;49,588766419445
2010;99;97551;F;39;58,397909
2010;99;97551;F;4;28,662529
2010;99;97551;F;40;66,621386
2010;99;97551;F;41;59,056151
2010;99;97551;F;42;60,65957
2010;99;97551;F;43;56,5743417350748
2010;99;97551;F;44;57,2034001686868
2010;99;97551;F;45;48,440415
2010;99;97551;F;46;60,530193
2010;99;97551;F;47;58,546325
2010;99;97551;F;48;57,496206
2010;99;97551;F;49;66,219005
2010;99;97551;F;5;41,3723155296558
2010;99;97551;F;50;64,317252
2010;99;97551;F;51;66,30897
2010;99;97551;F;52;59,6656007094081
2010;99;97551;F;53;71,940214
2010;99;97551;F;54;61,954739
2010;99;97551;F;55;64,872843
2010;99;97551;F;56;61,903205
2010;99;97551;F;57;74,136522
2010;99;97551;F;58;61,7192752873097
2010;99;97551;F;59;68,7083414319935
2010;99;97551;F;6;42,874233
2010;99;97551;F;60;63,76235
2010;99;97551;F;61;60,9963561188134
2010;99;97551;F;62;40,186555
2010;99;97551;F;63;49,5467871227254
2010;99;97551;F;64;44,2377067641233
2010;99;97551;F;65;36,1526278629392
2010;99;97551;F;66;34,503851
2010;99;97551;F;67;35,3257470570435
2010;99;97551;F;68;44,9426636169685
2010;99;97551;F;69;38,1370628315019
2010;99;97551;F;7;36,678454
2010;99;97551;F;70;31,3077891158181
2010;99;97551;F;71;32,652712
2010;99;97551;F;72;32,5679262270524
2010;99;97551;F;73;24,1239311169744
2010;99;97551;F;74;23,3573713118903
2010;99;97551;F;75;36,197399
2010;99;97551;F;76;20,37909
2010;99;97551;F;77;25,801504
2010;99;97551;F;78;21,116839
2010;99;97551;F;79;22,051322
2010;99;97551;F;8;36,6303643751899
2010;99;97551;F;80;25,708302
2010;99;97551;F;81;20,00711
2010;99;97551;F;82;16,659758
2010;99;97551;F;83;23,749301
2010;99;97551;F;84;9,63054300603712
2010;99;97551;F;85;12,5782814791489
2010;99;97551;F;86;13,028009
2010;99;97551;F;87;14,4464077356974
2010;99;97551;F;88;5,31540355662009
2010;99;97551;F;89;9,794394
2010;99;97551;F;9;39,0196041399262
2010;99;97551;F;90;5,658424
2010;99;97551;F;91;7,33487818201253
2010;99;97551;F;92;4,16995188542488
2010;99;97551;F;93;10,514004
2010;99;97551;F;94;5,233614
2010;99;97551;F;95;3
2010;99;97551;F;96;4
2010;99;97551;F;97;1,55925940326415
2010;99;97551;F;98;2
2010;99;97551;F;99;4,83881856704256
2010;99;97551;M;0;28,6682477540284
2010;99;97551;M;1;35,300492
2010;99;97551;M;10;38,3811583351662
2010;99;97551;M;11;69,2058847245937
2010;99;97551;M;12;46,9473782424024
2010;99;97551;M;13;46,109397
2010;99;97551;M;14;50,353452
2010;99;97551;M;15;50,4954178382567
2010;99;97551;M;16;58,689359
2010;99;97551;M;17;53,6057033406427
2010;99;97551;M;18;47,8461672494695
2010;99;97551;M;19;44,042681
2010;99;97551;M;2;30,3841655715947
2010;99;97551;M;20;36,711154
2010;99;97551;M;21;31,442176
2010;99;97551;M;22;31,99065
2010;99;97551;M;23;35,175675
2010;99;97551;M;24;27,7846769732786
2010;99;97551;M;25;42,410468
2010;99;97551;M;26;41,526999
2010;99;97551;M;27;21,067669
2010;99;97551;M;28;51,887351
2010;99;97551;M;29;38,0777537404146
2010;99;97551;M;3;44,581954
2010;99;97551;M;30;32,8234163569856
2010;99;97551;M;31;30,793596
2010;99;97551;M;32;36,3955401640676
2010;99;97551;M;33;26,807629
2010;99;97551;M;34;39,1967580544717
2010;99;97551;M;35;45,0852937979942
2010;99;97551;M;36;62,8131997145833
2010;99;97551;M;37;41,575345
2010;99;97551;M;38;45,9170912876132
2010;99;97551;M;39;59,4663692214
2010;99;97551;M;4;38,7296626101782
2010;99;97551;M;40;36,815187
2010;99;97551;M;41;55,729636
2010;99;97551;M;42;41,918562
2010;99;97551;M;43;40,791166
2010;99;97551;M;44;57,53491
2010;99;97551;M;45;44,959079
2010;99;97551;M;46;53,0684500907006
2010;99;97551;M;47;65,4442675406924
2010;99;97551;M;48;49,0543300658641
2010;99;97551;M;49;52,502579673948
2010;99;97551;M;5;43,9986453294131
2010;99;97551;M;50;54,2911642663871
2010;99;97551;M;51;47,0995802741245
2010;99;97551;M;52;62,739005
2010;99;97551;M;53;56,954488
2010;99;97551;M;54;57,4434990127842
2010;99;97551;M;55;68,185359
2010;99;97551;M;56;83,4667899590741
2010;99;97551;M;57;65,487235
2010;99;97551;M;58;56,8370688583446
2010;99;97551;M;59;69,2428666962479
2010;99;97551;M;6;44,066645
2010;99;97551;M;60;62,227294
2010;99;97551;M;61;61,9631222507186
2010;99;97551;M;62;36,2257458672771
2010;99;97551;M;63;46,6637959036751
2010;99;97551;M;64;44,733093
2010;99;97551;M;65;36,688643
2010;99;97551;M;66;28,965652
2010;99;97551;M;67;28,878156
2010;99;97551;M;68;26,732038
2010;99;97551;M;69;32,1812089777376
2010;99;97551;M;7;43,1688239230581
2010;99;97551;M;70;24,950049253309
2010;99;97551;M;71;28,797355
2010;99;97551;M;72;20,183801
2010;99;97551;M;73;42,5629240332846
2010;99;97551;M;74;20,9659594670687
2010;99;97551;M;75;28,754271
2010;99;97551;M;76;25,693712
2010;99;97551;M;77;26,3092210191693
2010;99;97551;M;78;25,8878542430383
2010;99;97551;M;79;11,206661
2010;99;97551;M;8;50,047745
2010;99;97551;M;80;14,440276
2010;99;97551;M;81;11,304305
2010;99;97551;M;82;10,6570338159831
2010;99;97551;M;83;19,6531242243796
2010;99;97551;M;84;6,792348
2010;99;97551;M;85;13,2494920469852
2010;99;97551;M;86;11,286166
2010;99;97551;M;87;6,07932470752864
2010;99;97551;M;88;3,347352
2010;99;97551;M;89;5,51464865212332
2010;99;97551;M;9;58,4038440710147
2010;99;97551;M;90;3
2010;99;97551;M;91;1
2010;99;97551;M;92;3,41369236529002
2010;99;97551;M;93;3,21702615197875
2010;99;97551;M;94;4,493818
2010;99;97551;M;95;1,115784
2010;99;97551;M;96;1,20058702654205
2010;99;97551;M;97;1,5935669937171
2010;99;97551;M;98;2,184792
2010;99;97551;M;99;0,373880019178614
2010;99;98436;F;0;7
2010;99;98436;F;1;8,38607123540714
2010;99;98436;F;10;19
2010;99;98436;F;11;15,7471345213708
2010;99;98436;F;12;9
2010;99;98436;F;13;18,1132943434641
2010;99;98436;F;14;20,5264245443977
2010;99;98436;F;15;12,9170554701705
2010;99;98436;F;16;14,1185658695176
2010;99;98436;F;17;12,9851733925752
2010;99;98436;F;18;6,13406391767785
2010;99;98436;F;19;5,41465567657724
2010;99;98436;F;2;11
2010;99;98436;F;20;4
2010;99;98436;F;21;6,704157108441
2010;99;98436;F;22;4,56165501568466
2010;99;98436;F;23;12,5043081636541
2010;99;98436;F;24;11
2010;99;98436;F;25;8
2010;99;98436;F;26;6
2010;99;98436;F;27;12,1441634385847
2010;99;98436;F;28;10,6188601739705
2010;99;98436;F;29;10
2010;99;98436;F;3;13,5067140236497
2010;99;98436;F;30;5,46655812324025
2010;99;98436;F;31;5,93038482312113
2010;99;98436;F;32;14,0043795120437
2010;99;98436;F;33;13
2010;99;98436;F;34;11,9575960231014
2010;99;98436;F;35;9
2010;99;98436;F;36;15,7516286841128
2010;99;98436;F;37;18,5883340516593
2010;99;98436;F;38;15,3397764596157
2010;99;98436;F;39;20,2522139677312
2010;99;98436;F;4;7,51556808874011
2010;99;98436;F;40;21
2010;99;98436;F;41;19,2517185702454
2010;99;98436;F;42;22
2010;99;98436;F;43;15
2010;99;98436;F;44;19
2010;99;98436;F;45;15
2010;99;98436;F;46;18
2010;99;98436;F;47;14,4187904365826
2010;99;98436;F;48;15
2010;99;98436;F;49;16
2010;99;98436;F;5;7
2010;99;98436;F;50;26
2010;99;98436;F;51;16
2010;99;98436;F;52;21
2010;99;98436;F;53;18
2010;99;98436;F;54;20,4954576361924
2010;99;98436;F;55;17,0140870569739
2010;99;98436;F;56;10,0845383731648
2010;99;98436;F;57;20
2010;99;98436;F;58;15,3994495000225
2010;99;98436;F;59;13,6382589137647
2010;99;98436;F;6;11
2010;99;98436;F;60;12
2010;99;98436;F;61;20,3350724463817
2010;99;98436;F;62;13,7651283026207
2010;99;98436;F;63;13,5339848324656
2010;99;98436;F;64;5,23963819630444
2010;99;98436;F;65;10
2010;99;98436;F;66;5
2010;99;98436;F;67;7,46786590013653
2010;99;98436;F;68;7
2010;99;98436;F;69;4,0868371441029
2010;99;98436;F;7;9
2010;99;98436;F;70;11
2010;99;98436;F;71;7
2010;99;98436;F;72;2
2010;99;98436;F;73;7,7943974446971
2010;99;98436;F;74;1
2010;99;98436;F;75;5,64749824837781
2010;99;98436;F;76;2
2010;99;98436;F;77;4,17491585272364
2010;99;98436;F;78;1
2010;99;98436;F;79;8
2010;99;98436;F;8;11
2010;99;98436;F;80;4
2010;99;98436;F;81;1,1726355466526
2010;99;98436;F;82;2
2010;99;98436;F;83;2
2010;99;98436;F;84;0
2010;99;98436;F;85;4,02126501780003
2010;99;98436;F;86;1
2010;99;98436;F;87;1,50555145135149
2010;99;98436;F;88;1,55146319372579
2010;99;98436;F;89;0,462018799036741
2010;99;98436;F;9;13,2947193721775
2010;99;98436;F;90;1,74831279413775
2010;99;98436;F;91;0,831136787543073
2010;99;98436;F;92;1,01908160210587
2010;99;98436;F;93;0,469406985677779
2010;99;98436;F;94;1
2010;99;98436;F;95;1
2010;99;98436;F;96;0
2010;99;98436;F;97;0,891070797108114
2010;99;98436;F;98;0,979773525847122
2010;99;98436;F;99;0
2010;99;98436;M;0;12,7520531341434
2010;99;98436;M;1;9
2010;99;98436;M;10;21,3575862240978
2010;99;98436;M;11;17
2010;99;98436;M;12;16
2010;99;98436;M;13;19
2010;99;98436;M;14;20
2010;99;98436;M;15;11
2010;99;98436;M;16;21
2010;99;98436;M;17;20
2010;99;98436;M;18;19,2545958035626
2010;99;98436;M;19;17
2010;99;98436;M;2;7
2010;99;98436;M;20;13
2010;99;98436;M;21;11
2010;99;98436;M;22;10,9674550921191
2010;99;98436;M;23;5
2010;99;98436;M;24;6,67303045955487
2010;99;98436;M;25;5
2010;99;98436;M;26;5
2010;99;98436;M;27;12,7757506682537
2010;99;98436;M;28;6,89133792021312
2010;99;98436;M;29;6,88743041851558
2010;99;98436;M;3;6
2010;99;98436;M;30;6
2010;99;98436;M;31;9,6288315479178
2010;99;98436;M;32;7
2010;99;98436;M;33;9
2010;99;98436;M;34;5
2010;99;98436;M;35;17
2010;99;98436;M;36;15
2010;99;98436;M;37;12
2010;99;98436;M;38;15
2010;99;98436;M;39;12
2010;99;98436;M;4;5
2010;99;98436;M;40;24
2010;99;98436;M;41;15
2010;99;98436;M;42;29,2628637806047
2010;99;98436;M;43;16,3947000387125
2010;99;98436;M;44;17,5947052198462
2010;99;98436;M;45;25
2010;99;98436;M;46;18
2010;99;98436;M;47;7
2010;99;98436;M;48;12
2010;99;98436;M;49;20
2010;99;98436;M;5;10,6309741465375
2010;99;98436;M;50;12,8338863432873
2010;99;98436;M;51;14,7201208281331
2010;99;98436;M;52;15,198389827041
2010;99;98436;M;53;18,9938268696424
2010;99;98436;M;54;19
2010;99;98436;M;55;10
2010;99;98436;M;56;14,3278447687626
2010;99;98436;M;57;13,1295838234946
2010;99;98436;M;58;15
2010;99;98436;M;59;7,21318609640002
2010;99;98436;M;6;21
2010;99;98436;M;60;17,7798093669116
2010;99;98436;M;61;22,8715213946998
2010;99;98436;M;62;18,9844426792115
2010;99;98436;M;63;15
2010;99;98436;M;64;7
2010;99;98436;M;65;11
2010;99;98436;M;66;6
2010;99;98436;M;67;5,76902130502276
2010;99;98436;M;68;6,03469857387245
2010;99;98436;M;69;7,79056555964053
2010;99;98436;M;7;9
2010;99;98436;M;70;3,99524745508097
2010;99;98436;M;71;5,09607035061345
2010;99;98436;M;72;7,61183588160202
2010;99;98436;M;73;5,64188645686954
2010;99;98436;M;74;5
2010;99;98436;M;75;9
2010;99;98436;M;76;4,99398605199531
2010;99;98436;M;77;2,52154653077014
2010;99;98436;M;78;4,07140636816621
2010;99;98436;M;79;5
2010;99;98436;M;8;11
2010;99;98436;M;80;2,61262087780051
2010;99;98436;M;81;2,84370586369187
2010;99;98436;M;82;3,38103221938945
2010;99;98436;M;83;2
2010;99;98436;M;84;4,15228923456743
2010;99;98436;M;85;1,86062781466171
2010;99;98436;M;86;0,317801956320181
2010;99;98436;M;87;0,596571300877258
2010;99;98436;M;88;1,04427851643413
2010;99;98436;M;89;0
2010;99;98436;M;9;16,6700290916488
2010;99;98436;M;90;0
2010;99;98436;M;91;0,962811906589195
2010;99;98436;M;92;0,885622988222167
2010;99;98436;M;93;0,849672267446294
2010;99;98436;M;94;0,973814098862931
2010;99;98436;M;95;0
2010;99;98436;M;96;0,280489432858303
2010;99;98436;M;97;0
2010;99;98436;M;98;0,274388598976657
2010;99;98436;M;99;0,765298242913559
2011;99;97551;F;0;42,3805520144403
2011;99;97551;F;1;36,718419741326
2011;99;97551;F;10;36,304164457553
2011;99;97551;F;11;39,8765004551089
2011;99;97551;F;12;46,8132646952658
2011;99;97551;F;13;40,125655453085
2011;99;97551;F;14;47,2145464313584
2011;99;97551;F;15;38,6608015356306
2011;99;97551;F;16;52,5455011885636
2011;99;97551;F;17;50,5477587531749
2011;99;97551;F;18;22,9289459731914
2011;99;97551;F;19;39,856695684982
2011;99;97551;F;2;40,1703274129228
2011;99;97551;F;20;37,259537206436
2011;99;97551;F;21;37,3042091662739
2011;99;97551;F;22;36,4466621230347
2011;99;97551;F;23;42,1649165156875
2011;99;97551;F;24;37,1510421693781
2011;99;97551;F;25;40,1703274129228
2011;99;97551;F;26;43,9471464486168
2011;99;97551;F;27;35,3487917086701
2011;99;97551;F;28;36,4342157529545
2011;99;97551;F;29;31,9191815485447
2011;99;97551;F;3;43,0227813256085
2011;99;97551;F;30;45,2126528183636
2011;99;97551;F;31;40,3127203191547
2011;99;97551;F;32;49,7240549017526
2011;99;97551;F;33;39,170282704202
2011;99;97551;F;34;36,304164457553
2011;99;97551;F;35;42,9917736997339
2011;99;97551;F;36;51,5901284396806
2011;99;97551;F;37;35,3487917086701
2011;99;97551;F;38;39,7324619185231
2011;99;97551;F;39;51,3481371299079
2011;99;97551;F;4;46,8579366551036
2011;99;97551;F;40;58,3885687972563
2011;99;97551;F;41;58,1152036046888
2011;99;97551;F;42;51,5901284396806
2011;99;97551;F;43;51,5901284396806
2011;99;97551;F;44;61,1438559285104
2011;99;97551;F;45;68,4641944332705
2011;99;97551;F;46;67,2912806991813
2011;99;97551;F;47;59,2331104307445
2011;99;97551;F;48;47,8111665540142
2011;99;97551;F;49;58,6934765329263
2011;99;97551;F;5;39,170282704202
2011;99;97551;F;50;54,0345322060752
2011;99;97551;F;51;56,3669921840955
2011;99;97551;F;52;56,3669921840955
2011;99;97551;F;53;43,4307129388652
2011;99;97551;F;54;66,8760924218083
2011;99;97551;F;55;63,6094543331237
2011;99;97551;F;56;63,4833034605654
2011;99;97551;F;57;56,114553691036
2011;99;97551;F;58;69,7422106684572
2011;99;97551;F;59;51,5901284396806
2011;99;97551;F;6;45,1733230407875
2011;99;97551;F;60;70,6692889355509
2011;99;97551;F;61;56,5223210625299
2011;99;97551;F;62;77,4835448971255
2011;99;97551;F;63;57,3223649329785
2011;99;97551;F;64;69,786882628295
2011;99;97551;F;65;59,2331104307445
2011;99;97551;F;66;67,8314651706912
2011;99;97551;F;67;38,6047982703149
2011;99;97551;F;68;39,1796929718978
2011;99;97551;F;69;36,6167569271745
2011;99;97551;F;7;40,1703274129228
2011;99;97551;F;70;29,8426772433338
2011;99;97551;F;71;26,4465697511178
2011;99;97551;F;72;36,3445703431158
2011;99;97551;F;73;40,125655453085
2011;99;97551;F;74;34,8083182140048
2011;99;97551;F;75;25,7332452534446
2011;99;97551;F;76;26,6308503773703
2011;99;97551;F;77;28,6611824664893
2011;99;97551;F;78;22,9569505212172
2011;99;97551;F;79;21,0182004754254
2011;99;97551;F;8;38,214909955319
2011;99;97551;F;80;26,5112637860173
2011;99;97551;F;81;16,8659542538604
2011;99;97551;F;82;23,7927366787472
2011;99;97551;F;83;12,4478502835045
2011;99;97551;F;84;14,3001783419017
2011;99;97551;F;85;18,8962863429793
2011;99;97551;F;86;20,4762766147121
2011;99;97551;F;87;12,1202365142227
2011;99;97551;F;88;19,3225567802047
2011;99;97551;F;89;4,61985015583411
2011;99;97551;F;9;37,1401042483738
2011;99;97551;F;90;10,5025169671231
2011;99;97551;F;91;13,1348442562622
2011;99;97551;F;92;12,0490354703208
2011;99;97551;F;93;4,41810397035587
2011;99;97551;F;94;5,52106785861769
2011;99;97551;F;95;2,86611824664893
2011;99;97551;F;96;1,83787889263895
2011;99;97551;F;97;1,96675459381764
2011;99;97551;F;98;5,40148126726468
2011;99;97551;F;99;1,93875004579179
2011;99;97551;M;0;38,7585891572945
2011;99;97551;M;1;29,6165552153722
2011;99;97551;M;10;43,055112842936
2011;99;97551;M;11;49,0125784911313
2011;99;97551;M;12;37,6827268613823
2011;99;97551;M;13;55,4116194352126
2011;99;97551;M;14;60,7586614495017
2011;99;97551;M;15;39,170282704202
2011;99;97551;M;16;58,6168253976996
2011;99;97551;M;17;55,4116194352126
2011;99;97551;M;18;36,4841368768355
2011;99;97551;M;19;42,0629663650058
2011;99;97551;M;2;21,0182004754254
2011;99;97551;M;20;41,1224100130061
2011;99;97551;M;21;49,6793829419147
2011;99;97551;M;22;33,4380462109041
2011;99;97551;M;23;47,0449944206415
2011;99;97551;M;24;54,7513112504254
2011;99;97551;M;25;43,9471464486168
2011;99;97551;M;26;30,8041421689894
2011;99;97551;M;27;37,0915263426368
2011;99;97551;M;28;34,4310693742968
2011;99;97551;M;29;24,8396914709574
2011;99;97551;M;3;45,8578919463828
2011;99;97551;M;30;41,8068634483632
2011;99;97551;M;31;44,5468744131112
2011;99;97551;M;32;36,8360305046188
2011;99;97551;M;33;39,2149546640398
2011;99;97551;M;34;42,0810729106887
2011;99;97551;M;35;41,7768453221083
2011;99;97551;M;36;37,8041855790042
2011;99;97551;M;37;32,0487704158495
2011;99;97551;M;38;47,7686374441488
2011;99;97551;M;39;50,4238724154383
2011;99;97551;M;4;51,7742798712263
2011;99;97551;M;40;48,7240101930317
2011;99;97551;M;41;64,9653469240423
2011;99;97551;M;42;42,9917736997339
2011;99;97551;M;43;54,4562466863296
2011;99;97551;M;44;47,7686374441488
2011;99;97551;M;45;44,9025191974998
2011;99;97551;M;46;56,3669921840955
2011;99;97551;M;47;51,5901284396806
2011;99;97551;M;48;40,2459802221423
2011;99;97551;M;49;53,8976078412384
2011;99;97551;M;5;35,6600820377595
2011;99;97551;M;50;49,6793829419147
2011;99;97551;M;51;49,1456235856847
2011;99;97551;M;52;61,6604942740611
2011;99;97551;M;53;46,957892389772
2011;99;97551;M;54;49,7329430677891
2011;99;97551;M;55;54,0456951441597
2011;99;97551;M;56;44,7405647382447
2011;99;97551;M;57;50,1607961642984
2011;99;97551;M;58;48,9243693223786
2011;99;97551;M;59;49,527766292226
2011;99;97551;M;6;49,7240549017526
2011;99;97551;M;60;57,3223649329785
2011;99;97551;M;61;72,5689426024095
2011;99;97551;M;62;64,9653469240423
2011;99;97551;M;63;53,6098110502939
2011;99;97551;M;64;64,0099741751593
2011;99;97551;M;65;57,327276860252
2011;99;97551;M;66;51,5901284396806
2011;99;97551;M;67;31,9719311134158
2011;99;97551;M;68;42,0364009508509
2011;99;97551;M;69;33,2716721063545
2011;99;97551;M;7;40,125655453085
2011;99;97551;M;70;30,7940107826479
2011;99;97551;M;71;27,4324090765963
2011;99;97551;M;72;24,8151928769774
2011;99;97551;M;73;20,0628277265425
2011;99;97551;M;74;26,7504369687233
2011;99;97551;M;75;22,0155407727519
2011;99;97551;M;76;24,3549460835173
2011;99;97551;M;77;17,1967094798935
2011;99;97551;M;78;34,4927314189058
2011;99;97551;M;79;15,2859639821276
2011;99;97551;M;8;45,8578919463828
2011;99;97551;M;80;22,3679939139809
2011;99;97551;M;81;16,1572658531326
2011;99;97551;M;82;10,5091002377127
2011;99;97551;M;83;17,6325965192998
2011;99;97551;M;84;6,31013183450605
2011;99;97551;M;85;4,68528170108772
2011;99;97551;M;86;4,65727715306187
2011;99;97551;M;87;9,28475244401185
2011;99;97551;M;88;12,3282636921515
2011;99;97551;M;89;7,67098653908964
2011;99;97551;M;9;49,6793829419147
2011;99;97551;M;90;5,25777854628569
2011;99;97551;M;91;3,72990895220474
2011;99;97551;M;92;3,8073016164676
2011;99;97551;M;93;3,01153960524178
2011;99;97551;M;94;0,897959726639263
2011;99;97551;M;95;0
2011;99;97551;M;96;0
2011;99;97551;M;97;1,79115890641295
2011;99;97551;M;98;0,468524308642372
2011;99;97551;M;99;1,81916345443879
2011;99;98436;F;0;7,60264879454235
2011;99;98436;F;1;8,67363213991433
2011;99;98436;F;10;19,5538093281754
2011;99;98436;F;11;15,1984366206452
2011;99;98436;F;12;9,10312499999997
2011;99;98436;F;13;18,3218483279459
2011;99;98436;F;14;20,2291666666666
2011;99;98436;F;15;13,1104612253141
2011;99;98436;F;16;14,1604166666666
2011;99;98436;F;17;12,1375
2011;99;98436;F;18;6,59510208214631
2011;99;98436;F;19;5,05729166666665
2011;99;98436;F;2;12,0958541813927
2011;99;98436;F;20;4,81640871491592
2011;99;98436;F;21;6,06874999999998
2011;99;98436;F;22;4,59499951143127
2011;99;98436;F;23;12,9065093077254
2011;99;98436;F;24;11,7697248177758
2011;99;98436;F;25;8,09166666666664
2011;99;98436;F;26;6,06874999999998
2011;99;98436;F;27;12,1375
2011;99;98436;F;28;10,1723452555791
2011;99;98436;F;29;10,1145833333333
2011;99;98436;F;3;13,9144160293818
2011;99;98436;F;30;5,05729166666665
2011;99;98436;F;31;5,75029115231396
2011;99;98436;F;32;14,1604166666666
2011;99;98436;F;33;13,6433749008302
2011;99;98436;F;34;12,118419088951
2011;99;98436;F;35;9,10312499999997
2011;99;98436;F;36;15,2049809065647
2011;99;98436;F;37;18,3047862331848
2011;99;98436;F;38;15,4821302532218
2011;99;98436;F;39;20,2291666666666
2011;99;98436;F;4;7,08020833333331
2011;99;98436;F;40;21,2406249999999
2011;99;98436;F;41;19,8446720730823
2011;99;98436;F;42;22,2772875345622
2011;99;98436;F;43;15,171875
2011;99;98436;F;44;19,6862216437545
2011;99;98436;F;45;15,3726268245372
2011;99;98436;F;46;18,3330313711892
2011;99;98436;F;47;14,1604166666666
2011;99;98436;F;48;15,8016167380847
2011;99;98436;F;49;16,7428769774114
2011;99;98436;F;5;7,52504231630201
2011;99;98436;F;50;26,2979166666666
2011;99;98436;F;51;16,8718410387945
2011;99;98436;F;52;21,2406249999999
2011;99;98436;F;53;18,2062499999999
2011;99;98436;F;54;20,4571196352286
2011;99;98436;F;55;17,1947916666666
2011;99;98436;F;56;10,1145833333333
2011;99;98436;F;57;20,9027606643891
2011;99;98436;F;58;15,171875
2011;99;98436;F;59;13,1489583333333
2011;99;98436;F;6;11,7852134721509
2011;99;98436;F;60;12,2154608453158
2011;99;98436;F;61;20,5088589102184
2011;99;98436;F;62;13,1489583333333
2011;99;98436;F;63;13,2184420882569
2011;99;98436;F;64;5,55930446732477
2011;99;98436;F;65;10,2747241040536
2011;99;98436;F;66;5,05729166666665
2011;99;98436;F;67;7,81756387127871
2011;99;98436;F;68;7,08020833333331
2011;99;98436;F;69;4,04583333333332
2011;99;98436;F;7;9,43804979496633
2011;99;98436;F;70;11,5461855189098
2011;99;98436;F;71;7,08020833333331
2011;99;98436;F;72;2,02291666666666
2011;99;98436;F;73;7,08020833333331
2011;99;98436;F;74;1,40161375047949
2011;99;98436;F;75;5,05729166666665
2011;99;98436;F;76;2,02291666666666
2011;99;98436;F;77;4,04583333333332
2011;99;98436;F;78;1,01145833333333
2011;99;98436;F;79;8,84573512721494
2011;99;98436;F;8;11,1260416666666
2011;99;98436;F;80;4,04583333333332
2011;99;98436;F;81;1,87480007832249
2011;99;98436;F;82;2,19580273233974
2011;99;98436;F;83;2,02291666666666
2011;99;98436;F;84;0,0627388523425907
2011;99;98436;F;85;4,04583333333332
2011;99;98436;F;86;1,56944705497784
2011;99;98436;F;87;1,01145833333333
2011;99;98436;F;88;1,01145833333333
2011;99;98436;F;89;0,59122366621159
2011;99;98436;F;9;13,1489583333333
2011;99;98436;F;90;1,20961309246098
2011;99;98436;F;91;0
2011;99;98436;F;92;1,17401073312697
2011;99;98436;F;93;0
2011;99;98436;F;94;1,01145833333333
2011;99;98436;F;95;2,01013584154037
2011;99;98436;F;96;0
2011;99;98436;F;97;0
2011;99;98436;F;98;0
2011;99;98436;F;99;0,41112023149617
2011;99;98436;M;0;12,1375
2011;99;98436;M;1;9,87224073694085
2011;99;98436;M;10;21,6709692689124
2011;99;98436;M;11;17,6005005614987
2011;99;98436;M;12;16,1833333333333
2011;99;98436;M;13;19,8401992562537
2011;99;98436;M;14;20,2291666666666
2011;99;98436;M;15;11,9715941139186
2011;99;98436;M;16;21,7784392117988
2011;99;98436;M;17;20,2401393467249
2011;99;98436;M;18;19,4458336701461
2011;99;98436;M;19;17,8553003912946
2011;99;98436;M;2;7,77684236050892
2011;99;98436;M;20;13,1489583333333
2011;99;98436;M;21;11,8253063511258
2011;99;98436;M;22;10,9915902419792
2011;99;98436;M;23;5,05729166666665
2011;99;98436;M;24;6,30264814281834
2011;99;98436;M;25;5,05729166666665
2011;99;98436;M;26;5,77154202355691
2011;99;98436;M;27;12,3600987184793
2011;99;98436;M;28;6,31497779409399
2011;99;98436;M;29;6,06874999999998
2011;99;98436;M;3;6,06874999999998
